"","matchid","mean_cadence","match_length"
"1010","a1v2J0000027yS9QAI",56.5555555555556,20.2
"1011","a1v2J00000283CTQAY",54.8260869565217,42.1
"1012","a1v2J0000028MtIQAU",105,16.7
"1013","a1v2J0000027WFVQA2",41.5,6
"1014","a1v2J0000028fA8QAI",13,1.8
"1015","a1v2J0000027X59QAE",65.2222222222222,39.4
"1016","a1v2J0000027p6dQAA",63,13
"1017","a1v2J00000286xgQAA",55.8064516129032,58
"1018","a1v2J000002uRJhQAM",55.35,39.8
"1019","a1v2J0000027WnOQAU",66.1428571428571,78.5
"1020","a1v2J0000027GVZQA2",84.1,57.8
"1021","a1v2J00000286NvQAI",64.4,54.6
"1022","a1v2J000002uRbHQAU",67.8095238095238,48.8
"1023","a1v2J00000286yWQAQ",50.4285714285714,12.4
"1024","a1v2J00000290ZeQAI",25.8333333333333,8.2
"1025","a1v2J0000028P6QQAU",66.7826086956522,52
"1026","a1v2J00000289J7QAI",25.6666666666667,6.4
"1027","a1v2J0000028M00QAE",18,2.4
"1028","a1v2J0000028nu7QAA",57.65,42
"1029","a1v2J0000027yt0QAA",29.7142857142857,8.1
"1030","a1v2J0000027zEsQAI",32.2222222222222,12.4
"1031","a1v2J000002uSBcQAM",95.0588235294118,53.8
"1032","a1v2J0000028leOQAQ",44.3333333333333,22.5
"1033","a1v2J0000028KRHQA2",41.8333333333333,12.1
"1034","a1v2J0000027TwBQAU",85.6666666666667,31.7
"1035","a1v2J0000028CKWQA2",83.8181818181818,32.2
"1036","a1v2J0000027yU3QAI",40.6470588235294,23.4
"1037","a1v2J0000028M05QAE",91.2857142857143,50.7
"1038","a1v2J000002AB4gQAG",84.1481481481482,77.8
"1039","a1v2J00000284UOQAY",62,5.8
"1040","a1v2J0000027HCqQAM",84.1052631578947,54
"1041","a1v2J0000028fpfQAA",42.75,7.8
"1042","a1v2J00000288oUQAQ",91,6.2
"1043","a1v2J0000028OF9QAM",52.3333333333333,20
"1044","a1v2J000002uT8xQAE",45,13.7
"1045","a1v2J0000028mvEQAQ",76.8333333333333,33.8
"1046","a1v2J00000284i7QAA",87.6,29.8
"1047","a1v2J0000027Qw4QAE",39.7777777777778,12.3
"1048","a1v2J00000283xWQAQ",42.8666666666667,25
"1049","a1v2J0000027YQ9QAM",31.2,10.9
"1050","a1v2J0000028kX5QAI",44.6,10.5
"1051","a1v2J00000281E6QAI",72.0967741935484,77.1
"1052","a1v2J0000028INtQAM",65.5,7.3
"1053","a1v2J00000285clQAA",49.2666666666667,27.6
"1054","a1v2J0000028MX5QAM",62.3448275862069,60
"1055","a1v2J0000028Gj4QAE",31.7272727272727,12.6
"1056","a1v2J00000285efQAA",31.7272727272727,12.6
"1057","a1v2J0000028eTzQAI",35,10.2
"1058","a1v2J0000027Od1QAE",75.5,29.6
"1059","a1v2J000002ABbBQAW",38.1428571428571,11.5
"1060","a1v2J000002801BQAQ",68.0714285714286,33.1
"1061","a1v2J0000027wj0QAA",58.6666666666667,12.8
"1062","a1v2J0000028AqFQAU",61.1764705882353,35.4
"1063","a1v2J00000286vNQAQ",110.4,20.6
"1064","a1v2J0000029SQbQAM",45.2727272727273,19.8
"1065","a1v2J0000028313QAA",23.4,6.9
"1066","a1v2J000002uRHWQA2",69.6969696969697,76.5
"1067","a1v2J00000281CXQAY",47.3809523809524,33
"1068","a1v2J0000028VSUQA2",64,43.4
"1069","a1v2J0000027gf7QAA",74.1379310344828,76.4
"1070","a1v2J000002uRkvQAE",47.9411764705882,30.2
"1071","a1v2J0000027TmmQAE",31.7272727272727,14.1
"1072","a1v2J0000028VIoQAM",39.1052631578947,26.9
"1073","a1v2J0000028ODYQA2",85,33.2
"1074","a1v2J0000027Xn5QAE",51.7142857142857,49.5
"1075","a1v2J0000038RjUQAU",20,3.5
"1076","a1v2J000002ABBTQA4",36.1428571428571,11.4
"1077","a1v2J0000028exHQAQ",88.3333333333333,32.1
"1078","a1v2J00000287a6QAA",84.2692307692308,76.4
"1079","a1v2J0000027aOtQAI",26.5,3.9
"1080","a1v2J0000028N6wQAE",37.7692307692308,23.7
"1081","a1v2J00000282vSQAQ",52,29.1
"1082","a1v2J0000027Pp4QAE",55.9166666666667,27.8
"1083","a1v2J000002ABbfQAG",65.0714285714286,32.4
"1084","a1v2J0000027LQkQAM",67.5,37.8
"1085","a1v2J0000027x4UQAQ",68.2424242424242,76.1
"1086","a1v2J0000027dACQAY",52.6470588235294,29.8
"1087","a1v2J0000027rNZQAY",46.625,15.2
"1088","a1v2J0000028PciQAE",96.3809523809524,68.6
"1089","a1v2J000002852lQAA",30.5,10.1
"1090","a1v2J0000028f6iQAA",75.3076923076923,32.2
"1091","a1v2J0000027esxQAA",34.6,8
"1092","a1v2J0000028d9BQAQ",52.1,34.4
"1093","a1v2J0000027O5wQAE",53,24.8
"1094","a1v2J000002uSrAQAU",71.7741935483871,75.6
"1095","a1v2J0000027q66QAA",43.8666666666667,23.2
"1096","a1v2J0000028HjQQAU",40.1818181818182,14.8
"1097","a1v2J000002uScRQAU",57.0909090909091,40.7
"1098","a1v2J0000027QM9QAM",31.375,9.7
"1099","a1v2J000002ABb6QAG",74.7,27.9
"1100","a1v2J0000027WmkQAE",69.5833333333333,60.8
"1101","a1v2J0000027hN3QAI",27.3333333333333,3
"1102","a1v2J000002ABbxQAG",37.2,13.8
"1103","a1v2J0000027OcrQAE",31.25,9.7
"1104","a1v2J000002AAzaQAG",39,10.6
"1105","a1v2J000002AAoAQAW",37.2222222222222,11.9
"1106","a1v2J0000027KCPQA2",58.0714285714286,27.2
"1107","a1v2J0000027hlxQAA",30.3333333333333,5.7
"1108","a1v2J0000027wkLQAQ",51.7142857142857,27.2
"1109","a1v2J000002AGGcQAO",61.1052631578947,39.1
"1110","a1v2J0000028SN5QAM",82.9333333333333,59.3
"1111","a1v2J000002AC6uQAG",58.7,21.1
"1112","a1v2J000002AAssQAG",38.375,11.2
"1113","a1v2J000002AB2VQAW",43.3333333333333,15.4
"1114","a1v2J0000027QLxQAM",45.1666666666667,10.9
"1115","a1v2J0000027QN3QAM",31.5,4.7
"1116","a1v2J000002ADkxQAG",34.1428571428571,9.6
"1117","a1v2J000002ABaWQAW",45.6666666666667,11.3
"1118","a1v2J0000027kxxQAA",48.1111111111111,46.8
"1119","a1v2J0000027MFIQA2",70,52.2
"1120","a1v2J0000027KCoQAM",69.4615384615385,30.4
"1121","a1v2J0000027PGiQAM",69.2777777777778,42.1
"1122","a1v2J0000027PGjQAM",37.6666666666667,9.8
"1123","a1v2J0000027PnCQAU",37.6666666666667,10.4
"1124","a1v2J0000027PGsQAM",67.8421052631579,43
"1125","a1v2J000002ABA8QAO",65.6315789473684,42
"1126","a1v2J0000027LhbQAE",37.6666666666667,10.2
"1127","a1v2J0000029SQaQAM",36,10.3
"1128","a1v2J0000028NcYQAU",32,10.4
"1129","a1v2J0000028bELQAY",79.625,44.8
"1130","a1v2J0000028f4DQAQ",64.36,55.6
"1131","a1v2J0000027Od7QAE",71.2727272727273,27.4
"1132","a1v2J0000027kIMQAY",96,33.8
"1133","a1v2J0000027KpjQAE",42.1428571428571,10.8
"1134","a1v2J000002AC64QAG",42.1428571428571,10.8
"1135","a1v2J00000286zKQAQ",44.2727272727273,27.7
"1136","a1v2J0000027uYmQAI",174.5,12.2
"1137","a1v2J0000028eTpQAI",116.666666666667,50.8
"1138","a1v2J0000028Nd4QAE",41.7777777777778,13.8
"1139","a1v2J0000027LfYQAU",36.2,10.4
"1140","a1v2J0000027Mv9QAE",65.25,29.8
"1141","a1v2J0000027KC7QAM",13.3333333333333,1
"1142","a1v2J0000027LgnQAE",54.6,28.2
"1143","a1v2J0000027O6AQAU",28,10.6
"1144","a1v2J0000027MFGQA2",28,10.4
"1145","a1v2J0000027KCWQA2",30.1666666666667,10.4
"1146","a1v2J000002ABasQAG",19.8,2.8
"1147","a1v2J000002AB2LQAW",42,10.9
"1148","a1v2J0000029SQpQAM",44.25,10.6
"1149","a1v2J0000027YmiQAE",33.3333333333333,11
"1150","a1v2J0000028ULfQAM",40,14.8
"1151","a1v2J0000027Kp1QAE",40.4,8
"1152","a1v2J00000283xNQAQ",42.5714285714286,10
"1153","a1v2J0000028OKnQAM",60.0526315789474,42.1
"1154","a1v2J0000027OcnQAE",35.75,10.1
"1155","a1v2J0000027MFHQA2",40.3333333333333,10.4
"1156","a1v2J0000027PoWQAU",71.4166666666667,30.2
"1157","a1v2J0000027KCRQA2",54.7,22
"1158","a1v2J0000027OdAQAU",47.3333333333333,10.7
"1159","a1v2J0000027O6FQAU",62.6666666666667,20.8
"1160","a1v2J0000027QM0QAM",42.75,11.1
"1161","a1v2J0000027OcqQAE",47.3333333333333,10.7
"1162","a1v2J0000027KCXQA2",32.25,6.6
"1163","a1v2J0000027QLwQAM",42.75,11.3
"1164","a1v2J0000027KooQAE",45.4,10.1
"1165","a1v2J0000027PGYQA2",47.3333333333333,10.7
"1166","a1v2J0000029SQxQAM",38,10.4
"1167","a1v2J0000027KBnQAM",69.125,38.2
"1168","a1v2J000002AC7tQAG",42.75,11.3
"1169","a1v2J0000027KpSQAU",34.2,11.4
"1170","a1v2J0000027LgiQAE",52.75,9.9
"1171","a1v2J000002ABaMQAW",39.5,9.3
"1172","a1v2J0000027KoVQAU",58,27.5
"1173","a1v2J0000027LhYQAU",65.2307692307692,29.7
"1174","a1v2J000002AAzyQAG",39.5,10.3
"1175","a1v2J000002AC6rQAG",43.1666666666667,10.4
"1176","a1v2J0000027KCmQAM",45.25,27.1
"1177","a1v2J0000028GK3QAM",32,6
"1178","a1v2J00000286NxQAI",43,12.8
"1179","a1v2J0000027hkVQAQ",79.5,45.4
"1180","a1v2J0000027PGcQAM",73.3333333333333,29.4
"1181","a1v2J0000027PGTQA2",70,27
"1182","a1v2J000002AB16QAG",32.75,6.1
"1183","a1v2J0000027QLmQAM",105.166666666667,27.5
"1184","a1v2J000002ABblQAG",39.3333333333333,10.3
"1185","a1v2J0000027PICQA2",70,26.9
"1186","a1v2J0000029SQfQAM",33.6,10.3
"1187","a1v2J0000027KClQAM",94.1428571428571,27.5
"1188","a1v2J0000029SQzQAM",52.6153846153846,26.1
"1189","a1v2J0000027NUgQAM",30.75,11
"1190","a1v2J0000027OaDQAU",31.7142857142857,8.7
"1191","a1v2J0000027PGSQA2",71.7619047619048,50.1
"1192","a1v2J000002AB0mQAG",34.75,12.7
"1193","a1v2J0000029SQiQAM",39.1666666666667,10
"1194","a1v2J000002AAmvQAG",34.75,10.3
"1195","a1v2J0000027PIDQA2",34.75,10.3
"1196","a1v2J0000027KC1QAM",39,9.5
"1197","a1v2J000002uRFjQAM",40.3181818181818,31.1
"1198","a1v2J0000028eVOQAY",38.3333333333333,17
"1199","a1v2J0000028AZGQA2",57.5333333333333,31.5
"1200","a1v2J0000027LgjQAE",42,9.1
"1201","a1v2J0000027QxNQAU",67.3846153846154,30
"1202","a1v2J0000027zKWQAY",113.909090909091,41.9
"1203","a1v2J0000027OclQAE",38.3333333333333,10.5
"1204","a1v2J0000027KorQAE",36.5,6.3
"1205","a1v2J000002AC5pQAG",38.3333333333333,10.6
"1206","a1v2J0000027QvrQAE",38.3333333333333,9.1
"1207","a1v2J000002AAzhQAG",64.8181818181818,25.5
"1208","a1v2J0000027hvvQAA",66.4242424242424,74.7
"1209","a1v2J000002AFZrQAO",59.0714285714286,27.4
"1210","a1v2J0000027OctQAE",69.3,24.4
"1211","a1v2J0000028W3uQAE",25.1666666666667,5.5
"1212","a1v2J0000027gIrQAI",31.3,17.7
"1213","a1v2J0000027Kp3QAE",73.0666666666667,38.7
"1214","a1v2J0000027uZmQAI",29.3,10
"1215","a1v2J0000028zmBQAQ",18,1
"1216","a1v2J0000028fiGQAQ",22,1.5
"1217","a1v2J0000027KmdQAE",29.5,9.4
"1218","a1v2J0000027PGkQAM",20,3.4
"1219","a1v2J0000027KBlQAM",62.1428571428571,28.9
"1220","a1v2J0000027Kp2QAE",29.5,10.8
"1221","a1v2J0000027cfhQAA",126.769230769231,60.5
"1222","a1v2J000002AAr6QAG",35.6666666666667,9.9
"1223","a1v2J0000027QLkQAM",35.6666666666667,9.9
"1224","a1v2J000002AAoFQAW",35.6666666666667,9.9
"1225","a1v2J0000027KBbQAM",38.75,9.8
"1226","a1v2J0000029SQWQA2",35.2,9.8
"1227","a1v2J0000029SQVQA2",29.3333333333333,3.5
"1228","a1v2J0000029SQqQAM",39,9.8
"1229","a1v2J0000029SQZQA2",31.2,9.8
"1230","a1v2J000002AAopQAG",35,5.7
"1231","a1v2J000002AC6oQAG",38.25,9.8
"1232","a1v2J0000027vy8QAA",47,19.5
"1233","a1v2J0000027KCCQA2",33.6666666666667,5.6
"1234","a1v2J0000027PGVQA2",33.6666666666667,5.6
"1235","a1v2J0000027LRUQA2",33.6666666666667,5.6
"1236","a1v2J0000027LPcQAM",33.6666666666667,5.6
"1237","a1v2J0000027LPdQAM",33.6666666666667,7.2
"1238","a1v2J0000027QLuQAM",33.6666666666667,5.6
"1239","a1v2J0000027LQjQAM",33.6666666666667,5.6
"1240","a1v2J0000027PoLQAU",95.5,27
"1241","a1v2J0000027QvnQAE",33.6666666666667,9.7
"1242","a1v2J0000028BvdQAE",32,4
"1243","a1v2J0000027ui5QAA",73.6666666666667,16
"1244","a1v2J0000029SQtQAM",42.25,9.7
"1245","a1v2J000002AB0nQAG",75.625,42.3
"1246","a1v2J0000027mJaQAI",1,3.1
"1247","a1v2J000002ABBYQA4",49.3333333333333,9.6
"1248","a1v2J0000027KC8QAM",74.9,26.2
"1249","a1v2J000002AAnPQAW",49.3333333333333,9.6
"1250","a1v2J0000028kVuQAI",33.375,9.7
"1251","a1v2J000002AB9LQAW",43.3333333333333,9.7
"1252","a1v2J000002AAnMQAW",68,26.2
"1253","a1v2J0000027Od0QAE",72.4615384615385,35.4
"1254","a1v2J0000027KCZQA2",57,22.5
"1255","a1v2J000002ABfhQAG",32,8.7
"1256","a1v2J00000286nwQAA",28.9166666666667,16.8
"1257","a1v2J0000027KpWQAU",45.6,9.5
"1258","a1v2J0000028QIaQAM",38.9444444444444,24.2
"1259","a1v2J0000027KoOQAU",71.3333333333333,30.7
"1260","a1v2J0000028jfNQAQ",39.25,8.7
"1261","a1v2J0000027v1yQAA",26.3846153846154,16.6
"1262","a1v2J0000027O5sQAE",46.9,20.1
"1263","a1v2J0000027LPRQA2",57.6666666666667,19.5
"1264","a1v2J000002AAmqQAG",32.3333333333333,7.7
"1265","a1v2J0000027KC9QAM",36.3333333333333,10
"1266","a1v2J0000028iaKQAQ",63.6666666666667,22.4
"1267","a1v2J0000029SQwQAM",45.6,8.9
"1268","a1v2J0000027Od8QAE",18,1.6
"1269","a1v2J000002AC73QAG",60,26.4
"1270","a1v2J0000027OcvQAE",45.6,8.9
"1271","a1v2J0000027KC5QAM",45.4,8.9
"1272","a1v2J0000027LQyQAM",54.1818181818182,26.4
"1273","a1v2J000002AC6JQAW",44,8.9
"1274","a1v2J0000027O6fQAE",53.7272727272727,26.2
"1275","a1v2J0000027KpXQAU",59.5,26.2
"1276","a1v2J0000028fiRQAQ",28.5555555555556,8.7
"1277","a1v2J000002uQUVQA2",87.6470588235294,49.3
"1278","a1v2J0000028As5QAE",56.3333333333333,34.7
"1279","a1v2J0000028SY6QAM",61.25,29.4
"1280","a1v2J000002ABc5QAG",58,9.4
"1281","a1v2J0000027KnxQAE",66.8571428571429,18.9
"1282","a1v2J0000027MwbQAE",39.3333333333333,4.9
"1283","a1v2J0000027KpUQAU",58.5,18.9
"1284","a1v2J00000287hGQAQ",78.7142857142857,18.6
"1285","a1v2J00000280boQAA",93.4782608695652,75.5
"1286","a1v2J0000027Yo4QAE",59.3636363636364,67.4
"1287","a1v2J0000027KnyQAE",66,18.7
"1288","a1v2J0000027Mv8QAE",48.1333333333333,24
"1289","a1v2J0000027KmpQAE",35.5,8.9
"1290","a1v2J00000284BoQAI",53.6428571428571,24.9
"1291","a1v2J0000027v10QAA",66.8,34.9
"1292","a1v2J0000028gBYQAY",71.375,37.7
"1293","a1v2J0000028XAbQAM",89.7142857142857,27.4
"1294","a1v2J000002uS0tQAE",63.125,36.6
"1295","a1v2J0000028OIeQAM",67,55.9
"1296","a1v2J000002ADtVQAW",77.2777777777778,46.2
"1297","a1v2J000002uSltQAE",78.2142857142857,72.9
"1298","a1v2J0000027KpNQAU",53,8.3
"1299","a1v2J0000027OcyQAE",64.7142857142857,18.4
"1300","a1v2J0000027dSZQAY",31.5714285714286,7.5
"1301","a1v2J0000027QMIQA2",62.625,17.7
"1302","a1v2J0000027dshQAA",33.4,5.6
"1303","a1v2J0000027cf1QAA",40.625,24.3
"1304","a1v2J000002ABCZQA4",59.3076923076923,26.5
"1305","a1v2J000002AC6tQAG",49,7.8
"1306","a1v2J00000281RoQAI",83.8333333333333,33.6
"1307","a1v2J0000028U7xQAE",47.1818181818182,17.8
"1308","a1v2J0000027KmuQAE",63.8571428571429,18.2
"1309","a1v2J000002AAmfQAG",29.5,8.4
"1310","a1v2J0000027PGDQA2",30.375,8.9
"1311","a1v2J0000027QMDQA2",30.6,6
"1312","a1v2J0000028f8oQAA",49.6666666666667,27.5
"1313","a1v2J000002uTEnQAM",38.0909090909091,18.6
"1314","a1v2J000002853DQAQ",28.5,5.1
"1315","a1v2J0000028LyVQAU",62.6111111111111,40
"1316","a1v2J0000028IqMQAU",72.6153846153846,34.1
"1317","a1v2J000002ABC1QAO",73.6666666666667,7.7
"1318","a1v2J0000027KC0QAM",43,7.7
"1319","a1v2J0000027PIFQA2",65.3333333333333,7.9
"1320","a1v2J00000287iFQAQ",68.4,69.6
"1321","a1v2J0000027V8gQAE",64,50.5
"1322","a1v2J000002ueHLQAY",81.6666666666667,26.7
"1323","a1v2J0000028f3bQAA",71.4827586206897,69.1
"1324","a1v2J000002ubdCQAQ",72,3
"1325","a1v2J0000028gCjQAI",77.3333333333333,39.8
"1326","a1v2J000002946SQAQ",70.3571428571429,36.3
"1327","a1v2J000002ueHkQAI",42,6.4
"1328","a1v2J0000028ItJQAU",62.28,52.7
"1329","a1v2J0000028bTBQAY",106.75,36.5
"1330","a1v2J000002AFJsQAO",39,2.3
"1331","a1v2J00000282FFQAY",68.2142857142857,35.4
"1332","a1v2J0000028rVoQAI",49.1428571428571,27.1
"1333","a1v2J000002ueH6QAI",83.25,23.5
"1334","a1v2J0000027gqzQAA",21.5,3.5
"1335","a1v2J0000027kGiQAI",61.2941176470588,72
"1336","a1v2J0000027vKjQAI",63.9375,36.5
"1337","a1v2J000002AGBFQA4",33.8571428571429,34.4
"1338","a1v2J00000286uGQAQ",31.25,9
"1339","a1v2J000002ueIEQAY",63,6.8
"1340","a1v2J0000028TBiQAM",73.5185185185185,66.4
"1341","a1v2J0000027TtgQAE",75,15.8
"1342","a1v2J00000284XsQAI",76.7,29.9
"1343","a1v2J0000027V8aQAE",45.3846153846154,19.5
"1344","a1v2J000002ubvAQAQ",57.2592592592593,50.9
"1345","a1v2J000002ucBXQAY",72.5,34.6
"1346","a1v2J000002edizQAA",72.2222222222222,21.9
"1347","a1v2J000002edj9QAA",84,26.3
"1348","a1v2J0000027lbFQAQ",112.777777777778,71.4
"1349","a1v2J0000027QORQA2",73,7.7
"1350","a1v2J0000027v0zQAA",76.8888888888889,72.9
"1351","a1v2J0000027uilQAA",71.28,64
"1352","a1v2J0000027TGgQAM",37.875,12
"1353","a1v2J0000028OtRQAU",93.8,58.1
"1354","a1v2J000002uQyNQAU",68.8666666666667,71.6
"1355","a1v2J000002uhDEQAY",52,4.2
"1356","a1v2J000002ufYyQAI",83.3333333333333,34
"1357","a1v2J000002edhrQAA",66.7142857142857,19.8
"1358","a1v2J000002uhxeQAA",72.4444444444444,25.5
"1359","a1v2J000002eeJRQAY",68.5,6.6
"1360","a1v2J000002eeKFQAY",68.5,6.6
"1361","a1v2J000002eeHpQAI",74.3333333333333,18.6
"1362","a1v2J000002eeHkQAI",46.3333333333333,6.1
"1363","a1v2J000002eedbQAA",46.3333333333333,6
"1364","a1v2J000002888sQAA",107.736842105263,71.4
"1365","a1v2J000002uaOaQAI",73.6071428571429,71.6
"1366","a1v2J0000028QaoQAE",51.6666666666667,6.3
"1367","a1v2J0000028L6mQAE",44,21.7
"1368","a1v2J0000028bTMQAY",85.6153846153846,40.2
"1369","a1v2J00000283mnQAA",73.8888888888889,26.6
"1370","a1v2J000002ufN7QAI",71.0689655172414,70.8
"1371","a1v2J0000027cflQAA",82.76,71.3
"1372","a1v2J0000027jhWQAQ",34.8,20.5
"1373","a1v2J0000028LzbQAE",73.3571428571429,72.1
"1374","a1v2J000002uc3YQAQ",71.6,29.4
"1375","a1v2J000002egsJQAQ",60.5,5.9
"1376","a1v2J000002uV14QAE",51.3333333333333,22.9
"1377","a1v2J0000028ui4QAA",56.7692307692308,26.5
"1378","a1v2J0000028AldQAE",87.5,27
"1379","a1v2J000002uc6IQAQ",67.6451612903226,70.8
"1380","a1v2J000002egSuQAI",33.6666666666667,10
"1381","a1v2J0000028QIMQA2",76.7894736842105,50.9
"1382","a1v2J0000028e9bQAA",28.7142857142857,10.6
"1383","a1v2J000002udTGQAY",62.6666666666667,19.2
"1384","a1v2J0000028P3yQAE",35,4.5
"1385","a1v2J0000028evXQAQ",30.25,6.2
"1386","a1v2J000002ubJgQAI",79,25.3
"1387","a1v2J000002ueovQAA",77.8518518518518,70.8
"1388","a1v2J000002ug91QAA",57.8888888888889,38.8
"1389","a1v2J000002ufOZQAY",35.75,14.9
"1390","a1v2J000002efHpQAI",70.3333333333333,70
"1391","a1v2J000002udNNQAY",39.4285714285714,11.1
"1392","a1v2J000002ehfQQAQ",89.1111111111111,27
"1393","a1v2J000002ufLfQAI",66.0526315789474,42.9
"1394","a1v2J000002uc6NQAQ",61.0555555555556,37.1
"1395","a1v2J000002AEToQAO",35.0714285714286,18.2
"1396","a1v2J000002ueNnQAI",73.6923076923077,33.7
"1397","a1v2J0000028As3QAE",77,70.4
"1398","a1v2J0000028bFDQAY",58.0588235294118,34.6
"1399","a1v2J000002egMIQAY",31.3333333333333,10.8
"1400","a1v2J000002ug8cQAA",61.3846153846154,53.7
"1401","a1v2J00000283bJQAQ",108.666666666667,47.8
"1402","a1v2J0000027Vi0QAE",81.32,70.2
"1403","a1v2J000002ef7aQAA",63.5757575757576,70
"1404","a1v2J000002uhx5QAA",71,20.4
"1405","a1v2J000002uhxKQAQ",71,19.6
"1406","a1v2J000002uhAyQAI",79.9166666666667,34.4
"1407","a1v2J0000028R8vQAE",49.0714285714286,24.3
"1408","a1v2J000002fA7dQAE",60.6666666666667,7.7
"1409","a1v2J0000027ViJQAU",78.0384615384615,70.4
"1410","a1v2J000002egMDQAY",52.5,10
"1411","a1v2J000002efZJQAY",50.2272727272727,36.8
"1412","a1v2J000002ufauQAA",71.6,37.8
"1413","a1v2J000002ugdBQAQ",56.3076923076923,54.5
"1414","a1v2J000002uej8QAA",82.3333333333333,41.5
"1415","a1v2J000002uglZQAQ",37.8,20.4
"1416","a1v2J000002uRGfQAM",93.2857142857143,24.6
"1417","a1v2J000002egM3QAI",33,19.3
"1418","a1v2J000002egLFQAY",30.1176470588235,18.2
"1419","a1v2J000002eiplQAA",47.5555555555556,22
"1420","a1v2J000002esZbQAI",20,1.8
"1421","a1v2J000002eorxQAA",73.8888888888889,45.3
"1422","a1v2J000002fEw8QAE",78.52,69
"1423","a1v2J000002eh5hQAA",94.2857142857143,69.5
"1424","a1v2J000002fCb3QAE",24.8181818181818,9.4
"1425","a1v2J000002egUCQAY",75.4074074074074,69.3
"1426","a1v2J000002ugGRQAY",60,21.5
"1427","a1v2J000002fJvhQAE",32.6,6
"1428","a1v2J0000027ysaQAA",89.5,10.8
"1429","a1v2J000002eipWQAQ",53.5,25.5
"1430","a1v2J000002fLebQAE",75,41.9
"1431","a1v2J000002fLeqQAE",55.25,26
"1432","a1v2J000002egBPQAY",31.125,10.3
"1433","a1v2J00000283mlQAA",56.7142857142857,43.5
"1434","a1v2J000002eonbQAA",79.08,69.2
"1435","a1v2J000002uc1mQAA",46.8888888888889,15.2
"1436","a1v2J000002egbwQAA",63.5,10.4
"1437","a1v2J000002esXkQAI",77.96,68.9
"1438","a1v2J0000028YIAQA2",128.8,26.5
"1439","a1v2J000002eglNQAQ",96.5,45.5
"1440","a1v2J000002egBZQAY",32.4,16.2
"1441","a1v2J000002f3UFQAY",82.9285714285714,41.1
"1442","a1v2J000002eoumQAA",79.0588235294118,44.6
"1443","a1v2J000002esTYQAY",53.2857142857143,13.5
"1444","a1v2J000002escQQAQ",74.25,23.4
"1445","a1v2J000002uc6XQAQ",73.9090909090909,27.2
"1446","a1v2J000002fKNbQAM",32.2666666666667,16.9
"1447","a1v2J000002ehLaQAI",21,3.9
"1448","a1v2J000002egrVQAQ",79.8235294117647,47.1
"1449","a1v2J000002eh5DQAQ",57.5,8.7
"1450","a1v2J000002ueiyQAA",45.4285714285714,20
"1451","a1v2J000002egrGQAQ",47.3333333333333,17.5
"1452","a1v2J000002AG0nQAG",83.2083333333333,71.1
"1453","a1v2J000002uejDQAQ",80,70.4
"1454","a1v2J000002uej3QAA",62.4545454545455,26.4
"1455","a1v2J000002uhY6QAI",74.1666666666667,17.1
"1456","a1v2J000002fH9cQAE",206,37.2
"1457","a1v2J000002fMWeQAM",66.3666666666667,68.3
"1458","a1v2J000002fL2QQAU",60,32.5
"1459","a1v2J000002fKdNQAU",74.8571428571429,20.6
"1460","a1v2J000002esbIQAQ",102.142857142857,30.3
"1461","a1v2J000002fNgQQAU",49.7272727272727,22.5
"1462","a1v2J000002fCddQAE",61.6428571428571,60
"1463","a1v2J000002fKPXQA2",68.1,68
"1464","a1v2J000002ehkzQAA",57.3125,31.3
"1465","a1v2J000002fNdbQAE",44.7142857142857,12.4
"1466","a1v2J000002fKPNQA2",77.0769230769231,68
"1467","a1v2J0000038LaeQAE",37.125,12.6
"1468","a1v2J000002fNnlQAE",77.7222222222222,47.8
"1469","a1v2J000002esaZQAQ",89.4,19.5
"1470","a1v2J000002fACEQA2",86.6666666666667,38.4
"1471","a1v2J000002ehANQAY",37.5,12.5
"1472","a1v2J000002esZRQAY",56.8095238095238,45.2
"1473","a1v2J000002ejy2QAA",75.5,43.8
"1474","a1v2J0000028eMzQAI",41.1428571428571,21.8
"1475","a1v2J000002fKEZQA2",35.25,19.1
"1476","a1v2J000002fJtCQAU",66.08,59.5
"1477","a1v2J000002eosWQAQ",52.9230769230769,33.1
"1478","a1v2J000002eouNQAQ",28.3333333333333,7.9
"1479","a1v2J000002fMvnQAE",63.625,18.6
"1480","a1v2J000002fNLuQAM",48.1111111111111,15.7
"1481","a1v2J000002fNRTQA2",81.5555555555556,24.1
"1482","a1v2J000002fNvkQAE",25.7692307692308,12.4
"1483","a1v2J0000037hvcQAA",48.8666666666667,26.9
"1484","a1v2J000002fABfQAM",78.76,68.2
"1485","a1v2J0000038CVBQA2",31,6.8
"1486","a1v2J000002fJS2QAM",39.7272727272727,23
"1487","a1v2J000002fNvLQAU",36.1,13.3
"1488","a1v2J000002fKriQAE",59,42.4
"1489","a1v2J000002fCcBQAU",58.6315789473684,40.2
"1490","a1v2J000002fMwMQAU",36,18.9
"1491","a1v2J000002fNOFQA2",59.4074074074074,53.2
"1492","a1v2J0000038SfrQAE",39.2857142857143,12.7
"1493","a1v2J000002fNdlQAE",29.2727272727273,12.4
"1494","a1v2J000002fAC4QAM",34.25,19.8
"1495","a1v2J000002f01LQAQ",72.6666666666667,17.2
"1496","a1v2J000002ufLzQAI",88.2,19.2
"1497","a1v2J000002fNTyQAM",78.7647058823529,48.7
"1498","a1v2J000002fMvdQAE",53.1666666666667,24.7
"1499","a1v2J0000037hsxQAA",59.8181818181818,22.3
