"","match_id_18char","match_length","net_sentiment","positive","negative","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"1731","a1v2J00000397upQAA",19.5,256,316,60,49,368,45,49,194,57,111,284
"1732","a1v2J00000397wWQAQ",63.2,13984,14862,878,527,10566,157,834,8896,2855,5736,9475
"1733","a1v2J000003992lQAA",6.2,128,246,118,61,223,53,120,156,131,80,171
"1734","a1v2J0000039948QAA",20,125,136,11,2,72,0,5,103,7,20,130
"1735","a1v2J00000399lXQAQ",22,128,171,43,4,166,0,3,103,39,18,170
"1736","a1v2J00000399waQAA",12.5,185,203,18,9,200,5,9,147,8,37,112
"1737","a1v2J0000039A1pQAE",26.2,361,571,210,202,661,9,194,248,176,128,351
"1738","a1v2J0000039ALRQA2",14.9,63,85,22,8,88,0,6,58,14,29,51
"1739","a1v2J0000039BstQAE",14.4,18,26,8,3,34,0,11,8,6,5,26
"1740","a1v2J0000039BvTQAU",15.1,323,408,85,73,267,52,143,175,70,61,349
"1741","a1v2J0000039BzzQAE",63.7,16857,17631,774,1214,17924,220,1630,12978,453,3511,9501
"1742","a1v2J0000039C6RQAU",15.1,211,725,514,339,546,232,475,486,469,186,590
"1743","a1v2J0000039C8hQAE",17.2,219,260,41,21,373,5,33,124,25,38,123
"1744","a1v2J0000039CDcQAM",15.3,181,197,16,3,215,5,8,130,32,29,84
"1745","a1v2J0000039CcIQAU",14.7,155,205,50,37,132,0,35,120,8,45,128
"1746","a1v2J0000039Cd1QAE",19.8,275,487,212,56,295,15,86,327,171,63,373
"1747","a1v2J0000039DVcQAM",47.7,3160,3456,296,380,3835,240,477,1961,455,524,2294
"1748","a1v2J0000039DVhQAM",63.6,8518,8962,444,1746,9717,183,1925,6752,363,3300,5865
"1749","a1v2J0000039DX4QAM",21.4,4986,5651,665,504,5272,482,611,4158,580,708,4432
"1750","a1v2J0000039DXOQA2",34.4,1570,1741,171,104,2211,92,173,1137,101,433,1045
"1751","a1v2J0000039DXnQAM",24.3,258,312,54,36,214,20,52,169,26,62,149
"1752","a1v2J0000039DYCQA2",8,1517,1572,55,29,1131,12,45,1206,118,136,517
"1753","a1v2J0000039EMJQA2",26,290,482,192,11,403,9,19,148,206,43,430
"1754","a1v2J0000039EVQQA2",17.9,317,367,50,56,190,38,92,147,79,80,163
"1755","a1v2J0000039EcqQAE",33.9,170,251,81,27,432,16,30,144,73,68,280
"1756","a1v2J0000039F5tQAE",1.8,15,24,9,12,16,12,12,15,15,8,19
"1757","a1v2J0000039FAtQAM",24.2,920,1179,259,90,1181,5,201,942,201,295,865
"1758","a1v2J0000039FEbQAM",24.9,97,162,65,13,116,0,3,76,53,47,196
"1759","a1v2J0000039FEcQAM",18.9,149,205,56,17,240,15,21,111,108,28,197
"1760","a1v2J0000039FRwQAM",14.9,84,111,27,14,115,7,8,80,13,37,58
"1761","a1v2J0000039FSVQA2",7.8,30,42,12,6,42,0,0,23,10,0,37
"1762","a1v2J0000039FTiQAM",31.7,85,150,65,39,232,13,21,113,30,21,122
"1763","a1v2J0000039Fb3QAE",18.9,115,170,55,16,290,14,13,108,52,77,326
"1764","a1v2J0000039FbSQAU",33.3,227,293,66,20,177,15,33,252,118,41,144
"1765","a1v2J0000039FixQAE",14.7,72,104,32,11,90,0,18,82,26,9,77
"1766","a1v2J0000039HQBQA2",23.7,3937,4323,386,248,3696,74,380,3503,340,771,1642
"1767","a1v2J0000039HQQQA2",21.8,1639,1841,202,136,1476,91,169,1185,209,395,1510
"1768","a1v2J0000039HcvQAE",63.3,17116,18370,1254,1524,17986,241,1860,15506,538,7014,14192
"1769","a1v2J0000039He8QAE",14.6,49,96,47,41,89,20,42,57,30,22,162
"1770","a1v2J0000039HgdQAE",3.2,110,138,28,11,135,5,9,102,38,70,43
"1771","a1v2J0000039HgiQAE",47.6,3150,3385,235,353,2128,22,498,1688,178,357,2264
"1772","a1v2J0000039HmlQAE",33.7,1402,2009,607,534,2166,459,545,1287,513,267,1419
"1773","a1v2J0000039HnKQAU",50.3,2857,3055,198,152,2590,93,247,2360,178,555,2350
"1774","a1v2J0000039HneQAE",41,4198,4787,589,377,3692,341,507,3616,499,814,3651
"1775","a1v2J0000039I4zQAE",17.6,5247,5646,399,360,4852,97,349,4652,222,1120,2450
"1776","a1v2J0000039I54QAE",16.8,524,587,63,63,622,17,76,372,28,153,324
"1777","a1v2J0000039IHeQAM",63.3,9431,10845,1414,405,9670,102,765,6837,1292,1629,7129
"1778","a1v2J0000039IQRQA2",33.1,250,323,73,18,380,10,22,118,68,87,406
"1779","a1v2J0000039IwfQAE",23.3,611,1025,414,251,1115,180,384,710,348,147,888
"1780","a1v2J0000039JDvQAM",18.3,34,46,12,0,61,0,5,15,13,11,171
"1781","a1v2J0000039JHJQA2",16.7,393,455,62,47,354,26,39,305,78,150,358
"1782","a1v2J0000039JIlQAM",17.4,553,914,361,293,693,228,405,487,333,253,830
"1783","a1v2J0000039JxYQAU",63.3,4762,4973,211,1020,3657,112,1340,2736,143,1177,2906
"1784","a1v2J0000039JxxQAE",32.1,414,528,114,44,535,13,190,340,118,139,343
"1785","a1v2J0000039Jz0QAE",7.6,11,17,6,2,5,0,0,6,4,0,12
"1786","a1v2J0000039K90QAE",24.5,2399,3111,712,296,2035,22,769,1328,730,565,2198
"1787","a1v2J0000039KFrQAM",14.7,29,63,34,6,43,0,23,31,24,2,46
"1788","a1v2J0000039KIbQAM",46.9,4249,4554,305,235,4173,57,338,3248,294,645,3271
"1789","a1v2J0000039KJFQA2",42.8,3378,3622,244,101,4049,66,148,2538,171,1643,3057
"1790","a1v2J0000039LGKQA2",18,9,22,13,5,31,5,5,5,8,14,53
"1791","a1v2J0000039LGPQA2",15.6,9,22,13,5,31,5,5,5,8,14,53
"1792","a1v2J0000039LGZQA2",15.6,9,22,13,5,31,5,5,5,8,14,53
"1793","a1v2J0000039LGeQAM",16.7,34,46,12,0,61,0,5,15,13,11,171
"1794","a1v2J0000039LbpQAE",23.7,220,312,92,38,297,34,15,243,70,179,306
"1795","a1v2J0000039LqQQAU",26.9,137,157,20,0,170,0,5,93,23,98,306
"1796","a1v2J0000039LqVQAU",22.6,143,188,45,31,162,25,34,35,42,25,257
"1797","a1v2J0000039LqfQAE",15.7,9,22,13,5,31,5,5,5,8,14,53
"1798","a1v2J0000039LqkQAE",15.6,9,22,13,5,31,5,5,5,8,14,53
"1799","a1v2J0000039Lx7QAE",17.4,267,344,77,46,344,48,67,239,50,192,266
"1800","a1v2J0000039M4DQAU",18.1,35,47,12,0,61,0,5,15,13,11,171
"1801","a1v2J0000039MtvQAE",1.6,370,372,2,0,388,6,4,340,0,335,340
"1802","a1v2J0000039MwGQAU",16.7,96,116,20,10,91,4,13,77,12,18,266
"1803","a1v2J0000039MyMQAU",16.7,84,85,1,0,55,0,24,54,2,34,96
"1804","a1v2J0000039N2OQAU",26,698,771,73,20,761,5,71,583,129,359,551
"1805","a1v2J0000039N32QAE",8.3,51,62,11,6,44,0,7,18,9,5,64
"1806","a1v2J0000039N58QAE",16.7,48,58,10,9,39,0,7,34,4,5,78
"1807","a1v2J0000039N5cQAE",5.1,73,75,2,0,89,0,4,60,4,5,60
"1808","a1v2J0000039N6QQAU",31,907,999,92,31,939,18,67,858,93,259,897
"1809","a1v2J0000039N8RQAU",14.3,115,188,73,52,142,0,79,118,72,58,180
"1810","a1v2J0000039NBGQA2",2.3,70,99,29,17,106,5,25,80,8,55,80
"1811","a1v2J0000039ND2QAM",63.2,2193,2471,278,230,1738,100,306,1522,232,503,1620
"1812","a1v2J0000039O7PQAU",31,76,109,33,23,100,5,22,62,37,12,92
"1813","a1v2J0000039O7eQAE",47.3,390,426,36,17,436,5,11,324,22,151,233
"1814","a1v2J0000039OCZQA2",30.1,869,1045,176,79,1283,3,75,621,129,119,671
"1815","a1v2J0000039OHtQAM",23.2,20,46,26,0,26,0,0,21,23,12,29
"1816","a1v2J0000039OMAQA2",63.6,5624,6190,566,626,4883,382,905,3706,512,848,4807
"1817","a1v2J0000039OMZQA2",16.7,101,114,13,5,108,0,10,34,5,20,178
"1818","a1v2J0000039OQ7QAM",16.4,97,121,24,14,59,9,15,39,12,16,104
"1819","a1v2J0000039OSNQA2",30.1,2032,2586,554,290,2621,5,277,1912,322,1140,2183
"1820","a1v2J0000039OVRQA2",21.5,103,124,21,12,118,11,14,83,21,55,119
"1821","a1v2J0000039OVWQA2",12.3,77,85,8,6,82,0,5,52,4,30,63
"1822","a1v2J0000039OW0QAM",23.3,95,113,18,0,166,3,26,65,11,26,64
"1823","a1v2J0000039PctQAE",14.8,105,124,19,8,161,0,18,91,8,29,151
"1824","a1v2J0000039PdIQAU",3.7,22,28,6,0,28,3,0,12,5,0,65
"1825","a1v2J0000039PeBQAU",12.9,178,287,109,99,303,90,106,210,101,149,344
"1826","a1v2J0000039PefQAE",3.1,9,10,1,0,17,0,0,8,4,0,11
"1827","a1v2J0000039Pf9QAE",16.6,279,340,61,49,348,11,61,245,37,85,373
"1828","a1v2J0000039Pg2QAE",8.2,102,131,29,13,139,13,19,72,25,11,108
"1829","a1v2J0000039PgWQAU",16.6,142,157,15,9,174,0,18,95,9,10,239
"1830","a1v2J0000039QoVQAU",14.5,222,227,5,3,212,0,48,153,26,18,174
"1831","a1v2J0000039Qv7QAE",15.6,361,434,73,49,340,10,63,193,38,62,290
"1832","a1v2J0000039QvbQAE",19.1,10862,11402,540,4255,11535,182,5137,8849,508,5254,4294
"1833","a1v2J0000039Qw5QAE",31.8,578,666,88,33,652,20,77,532,76,281,478
"1834","a1v2J0000039QwjQAE",62.6,5170,5410,240,668,5062,53,697,4051,102,721,2412
"1835","a1v2J0000039QxXQAU",30.1,1535,1661,126,55,1537,32,145,1296,85,622,1370
"1836","a1v2J0000039RHjQAM",18.1,161,205,44,28,161,12,11,67,41,22,215
"1837","a1v2J0000039RHoQAM",18.6,199,242,43,24,130,10,14,95,31,16,185
"1838","a1v2J0000039RaWQAU",63.2,9611,10523,912,1073,10085,208,1247,8915,377,2183,4379
"1839","a1v2J0000039RdGQAU",8.3,137,173,36,24,132,17,39,106,33,43,140
"1840","a1v2J0000039ReJQAU",30,976,1154,178,91,1022,40,86,789,98,184,1794
"1841","a1v2J0000039ReTQAU",12.6,57,86,29,18,46,10,17,52,21,14,50
"1842","a1v2J0000039ReiQAE",56,4346,5053,707,575,5963,442,635,2861,657,1307,3547
"1843","a1v2J0000039RfCQAU",11.9,21,30,9,0,36,0,0,10,13,11,69
"1844","a1v2J0000039RhNQAU",11.9,21,30,9,0,36,0,0,10,13,11,69
"1845","a1v2J0000039SDMQA2",8.6,6,31,25,11,45,5,5,17,16,5,26
"1846","a1v2J0000039SEPQA2",14.4,264,420,156,144,213,135,171,315,179,115,327
"1847","a1v2J0000039Sw9QAE",15.3,11,15,4,2,9,0,0,7,6,4,26
"1848","a1v2J0000039SyUQAU",32.9,1285,1515,230,203,1527,169,197,1000,199,633,1033
"1849","a1v2J0000039T2qQAE",43.6,3967,5016,1049,280,5018,147,796,3254,296,1776,4774
"1850","a1v2J0000039U2wQAE",62.8,503,584,81,40,582,19,63,255,40,67,399
"1851","a1v2J0000039U31QAE",31.6,212,269,57,34,265,0,15,148,18,80,237
"1852","a1v2J0000039U36QAE",30.5,205,278,73,50,82,0,2,46,20,10,186
"1853","a1v2J0000039U9EQAU",26.2,3390,3733,343,153,2950,64,329,1852,356,394,2980
"1854","a1v2J0000039UH8QAM",16.2,313,585,272,259,554,255,274,460,266,348,639
"1855","a1v2J0000039UHDQA2",16.2,119,126,7,0,111,0,2,98,2,34,175
"1856","a1v2J0000039UHIQA2",24.4,104,150,46,9,143,4,24,74,31,17,119
"1857","a1v2J0000039UHSQA2",15.8,153,217,64,47,150,45,60,149,44,107,202
"1858","a1v2J0000039UHcQAM",16.3,220,232,12,2,141,0,6,109,9,62,291
"1859","a1v2J0000039UHhQAM",16.3,146,168,22,7,113,7,14,101,23,36,169
"1860","a1v2J0000039UJdQAM",15.9,102,113,11,2,85,0,1,41,4,5,94
"1861","a1v2J0000039UeRQAU",16.9,2811,2979,168,90,2612,65,314,2233,200,278,2900
"1862","a1v2J0000039UxYQAU",31,186,229,43,35,296,31,31,104,48,17,188
"1863","a1v2J0000039UxiQAE",21.3,156,228,72,66,280,10,19,129,68,51,133
"1864","a1v2J0000039VUeQAM",10.8,79,109,30,11,129,0,27,69,23,20,72
"1865","a1v2J0000039VV8QAM",61.6,3543,3696,153,189,3442,52,269,2969,86,720,1666
"1866","a1v2J0000039VZ0QAM",3.1,7,11,4,0,6,0,3,4,3,0,23
"1867","a1v2J0000039VcYQAU",12,198,410,212,193,370,167,184,273,189,220,286
"1868","a1v2J0000039W22QAE",33.6,646,790,144,77,1129,8,65,327,73,205,852
"1869","a1v2J0000039W5zQAE",62.8,2434,2844,410,218,3471,142,86,1411,148,808,6943
"1870","a1v2J0000039W60QAE",22,734,755,21,2,862,0,3,306,17,60,1248
"1871","a1v2J0000039W6sQAE",62.8,710,1108,398,146,2081,117,57,597,243,353,2406
"1872","a1v2J0000039W80QAE",25.7,133,218,85,64,193,73,60,152,63,113,192
"1873","a1v2J0000039W8PQAU",47.1,2865,2912,47,108,2642,34,192,1989,80,244,1589
"1874","a1v2J0000039WejQAE",15.4,71,92,21,4,57,4,14,41,19,12,185
"1875","a1v2J0000039Wf3QAE",16,65,92,27,6,50,0,16,39,18,19,180
"1876","a1v2J0000039WfXQAU",15.7,-1,12,13,5,11,5,5,7,5,0,35
"1877","a1v2J0000039Wz8QAE",17.6,278,310,32,25,190,15,39,180,18,75,212
"1878","a1v2J0000039XYLQA2",11.2,218,275,57,23,404,15,70,134,27,20,159
"1879","a1v2J0000039XfqQAE",18.6,355,408,53,19,896,5,23,111,24,53,853
"1880","a1v2J0000039XfvQAE",18.6,252,353,101,26,728,4,64,145,72,56,807
"1881","a1v2J0000039Xg5QAE",21.9,257,342,85,41,542,9,23,132,40,81,662
"1882","a1v2J0000039XgAQAU",41.4,709,845,136,71,1043,16,50,463,94,275,1042
"1883","a1v2J0000039XgUQAU",18.6,367,486,119,78,609,12,17,383,42,355,776
"1884","a1v2J0000039XgeQAE",25.5,742,855,113,63,1044,66,49,467,86,125,1091
"1885","a1v2J0000039XgjQAE",58.6,894,976,82,16,1200,13,38,316,53,96,1940
"1886","a1v2J0000039XhcQAE",15.1,405,465,60,30,478,10,29,180,28,52,512
"1887","a1v2J0000039XhhQAE",16,79,93,14,7,129,0,8,43,9,13,123
"1888","a1v2J0000039Xi1QAE",6.8,12,15,3,0,5,0,0,0,2,0,14
"1889","a1v2J0000039XiVQAU",16,440,459,19,16,420,10,14,345,12,264,479
"1890","a1v2J0000039XuVQAU",16,52,104,52,0,78,50,1,31,0,9,89
"1891","a1v2J0000039Xv4QAE",16,87,90,3,0,56,0,0,55,2,14,73
"1892","a1v2J0000039XvEQAU",16,75,98,23,14,76,0,12,62,10,10,113
"1893","a1v2J0000039XvTQAU",7.6,43,72,29,22,48,15,22,32,21,17,86
"1894","a1v2J0000039XvYQAU",14.7,118,171,53,17,128,10,23,82,44,36,194
"1895","a1v2J0000039XvnQAE",33.7,388,450,62,29,395,20,64,362,52,293,423
"1896","a1v2J0000039Xw7QAE",15.6,118,181,63,61,187,47,55,146,51,75,168
"1897","a1v2J0000039aHvQAI",31.4,109,138,29,16,47,0,0,20,12,0,179
"1898","a1v2J0000039aI0QAI",10.9,14,18,4,2,12,0,0,12,11,6,26
"1899","a1v2J0000039aK6QAI",26.1,34,55,21,2,88,0,9,31,19,14,182
"1900","a1v2J0000039aLnQAI",30.4,202,266,64,14,398,10,45,206,61,96,254
"1901","a1v2J0000039aO8QAI",8.1,150,195,45,42,198,40,48,165,42,60,155
"1902","a1v2J0000039bw4QAA",8.1,136,144,8,0,86,0,9,60,4,5,126
"1903","a1v2J0000039c80QAA",7.4,25,38,13,12,50,0,15,20,5,10,21
"1904","a1v2J0000039cUqQAI",13.4,113,114,1,0,104,0,0,93,20,60,37
"1905","a1v2J0000039dA7QAI",17.2,17,60,43,22,80,10,41,43,28,21,86
"1906","a1v2J0000039dT9QAI",60.8,19078,21018,1940,2282,18569,779,2600,17551,1163,4644,11879
"1907","a1v2J0000039g5QQAQ",20.9,1015,1257,242,128,1169,135,134,936,382,161,938
"1908","a1v2J0000039hhJQAQ",14.6,124,132,8,5,116,5,8,49,19,11,54
"1909","a1v2J0000039hhsQAA",22.2,741,890,149,51,727,30,129,313,68,128,570
"1910","a1v2J0000039higQAA",21.2,30,54,24,12,61,10,10,15,26,19,284
"1911","a1v2J0000039hilQAA",16.9,29,36,7,2,23,0,5,12,8,4,104
"1912","a1v2J0000039hmiQAA",15.5,20,25,5,2,23,0,5,12,6,4,98
"1913","a1v2J0000039hmxQAA",14.5,23,36,13,2,32,0,5,15,14,4,108
"1914","a1v2J0000039hnCQAQ",25.7,20,39,19,2,57,0,9,18,12,25,193
"1915","a1v2J0000039hngQAA",25.7,42,81,39,18,65,10,24,61,22,40,121
"1916","a1v2J0000039hnqQAA",11,9,13,4,2,6,0,0,7,6,4,26
"1917","a1v2J0000039hoAQAQ",16.9,15,20,5,2,18,0,0,7,6,4,93
"1918","a1v2J0000039hpXQAQ",14.5,10,14,4,2,9,0,0,7,6,4,26
"1919","a1v2J0000039hq6QAA",25.7,18,34,16,4,39,0,5,19,18,9,101
"1920","a1v2J0000039hqQQAQ",14.5,10,14,4,2,9,0,0,7,6,4,26
"1921","a1v2J0000039hqzQAA",14.5,10,14,4,2,9,0,0,7,6,4,26
"1922","a1v2J0000039hrYQAQ",16.9,10,14,4,2,9,0,0,7,6,4,26
"1923","a1v2J0000039huNQAQ",14.2,1961,2098,137,107,1584,50,109,1590,78,278,726
"1924","a1v2J0000039hyEQAQ",47.8,11387,11872,485,1736,10538,264,1920,8842,353,4131,7686
"1925","a1v2J0000039iLWQAY",10.8,455,489,34,20,236,22,37,183,27,84,244
"1926","a1v2J0000039ibUQAQ",7.6,69,89,20,12,93,10,11,64,23,37,127
"1927","a1v2J0000039icXQAQ",12.4,158,164,6,0,132,0,0,39,18,5,26
"1928","a1v2J0000039ie4QAA",16.3,55,70,15,2,63,0,0,32,8,12,72
"1929","a1v2J0000039ijiQAA",61.2,2312,2651,339,276,2388,23,172,1705,72,523,1346
"1930","a1v2J0000039iloQAA",14.7,229,298,69,18,574,13,16,75,51,19,346
"1931","a1v2J0000039jDKQAY",29.9,175,322,147,76,946,10,35,122,89,68,774
"1932","a1v2J0000039jhoQAA",14.9,39,45,6,4,39,0,4,11,2,4,39
"1933","a1v2J0000039khjQAA",14.9,20,22,2,0,28,0,1,13,2,5,20
"1934","a1v2J0000039kiXQAQ",14.9,11,20,9,4,26,0,4,11,8,0,15
"1935","a1v2J0000039kimQAA",14.9,25,27,2,0,38,0,0,18,2,5,21
"1936","a1v2J0000039klbQAA",13.4,4,17,13,5,25,5,5,0,8,9,37
"1937","a1v2J0000039kroQAA",14.9,16,21,5,0,29,0,0,11,4,0,18
"1938","a1v2J0000039ksSQAQ",25.7,212,237,25,19,199,10,21,146,20,104,195
"1939","a1v2J0000039kt6QAA",14.9,13,17,4,0,22,0,0,13,4,5,18
"1940","a1v2J0000039ktkQAA",14.9,38,40,2,0,59,0,0,30,2,5,34
"1941","a1v2J0000039otXQAQ",37.2,3344,3730,386,366,3051,86,569,2385,358,634,2819
"1942","a1v2J0000039qLMQAY",61.2,5729,6001,272,470,4853,141,520,4194,172,1058,3134
"1943","a1v2J0000039ujPQAQ",60.5,6746,7216,470,569,9901,235,961,5379,351,2611,4942
"1944","a1v2J0000039ul1QAA",21.4,37,52,15,9,46,5,15,16,17,0,35
"1945","a1v2J0000039unbQAA",16.8,2379,2797,418,102,2028,13,235,1631,397,291,2521
"1946","a1v2J0000039vqtQAA",8.8,105,218,113,50,270,4,109,131,141,112,153
"1947","a1v2J0000039vyqQAA",5,299,439,140,263,320,12,128,303,142,328,363
"1948","a1v2J0000039wUbQAI",18.3,559,679,120,58,417,13,58,203,66,79,427
"1949","a1v2J0000039wUlQAI",18.3,1108,1621,513,433,1381,364,502,990,451,217,1457
"1950","a1v2J0000039xHDQAY",61.4,720,987,267,148,1488,96,112,472,192,189,2262
"1951","a1v2J0000039xdhQAA",14.2,22,26,4,0,34,0,0,15,5,5,12
"1952","a1v2J0000039xf4QAA",13.4,4,17,13,5,25,5,5,0,8,9,37
"1953","a1v2J0000039xv3QAA",6.1,977,1119,142,10,592,4,114,386,85,97,743
"1954","a1v2J0000039xvIQAQ",6,247,301,54,15,310,19,27,141,74,61,197
"1955","a1v2J0000039yHiQAI",60.1,6938,9312,2374,2355,7950,1468,2039,6848,1713,2297,6993
"1956","a1v2J0000039yHtQAI",23.5,343,451,108,85,301,53,105,205,75,105,273
"1957","a1v2J0000039yI7QAI",3.4,27,27,0,6,30,0,6,10,0,10,10
"1958","a1v2J0000039yICQAY",60.3,4723,5591,868,741,6097,452,681,4634,730,1141,4289
"1959","a1v2J0000039yIHQAY",6.2,1418,1551,133,98,1268,38,83,1276,102,315,523
"1960","a1v2J0000039ySYQAY",8.6,716,889,173,89,716,56,178,363,249,127,684
"1961","a1v2J0000039ySdQAI",21.6,4094,4355,261,229,3228,47,238,3512,301,658,2627
"1962","a1v2J0000039yTqQAI",60.5,5075,5560,485,693,5999,134,788,4323,366,1505,3273
"1963","a1v2J0000039yooQAA",11.6,102,104,2,0,93,0,0,67,2,5,67
"1964","a1v2J0000039zHpQAI",11.8,350,493,143,53,455,8,137,263,172,94,287
"1965","a1v2J0000039zHzQAI",18.3,81,203,122,111,205,98,117,154,112,101,144
"1966","a1v2J0000039zI9QAI",12.3,262,335,73,58,254,73,19,244,46,201,317
"1967","a1v2J0000039zIiQAI",32.3,1494,1617,123,47,1663,50,74,1282,74,257,1563
"1968","a1v2J0000039zcPQAQ",5.7,586,736,150,129,503,8,140,467,43,178,332
"1969","a1v2J000003A01tQAC",16.6,293,327,34,17,545,18,32,248,25,168,274
"1970","a1v2J000003A05HQAS",10,28,43,15,3,25,0,8,30,14,5,30
"1971","a1v2J000003A0CXQA0",60,2574,2663,89,292,2350,34,332,1569,43,318,1490
"1972","a1v2J000003A0ubQAC",16.1,72,119,47,32,71,5,19,66,24,26,86
"1973","a1v2J000003A0y4QAC",36.7,2935,3171,236,217,2790,26,318,2107,206,311,1776
"1974","a1v2J000003A126QAC",11.3,122,126,4,2,162,0,0,38,20,0,60
"1975","a1v2J000003A12uQAC",28.5,402,498,96,9,455,37,39,249,106,134,725
"1976","a1v2J000003A13dQAC",40.8,798,991,193,83,1230,28,66,364,126,166,1937
"1977","a1v2J000003A1f9QAC",21.6,168,281,113,43,280,11,43,148,74,103,904
"1978","a1v2J000003A1fEQAS",16.7,169,251,82,44,348,14,23,84,47,50,326
"1979","a1v2J000003A1ppQAC",13.6,88,108,20,14,99,20,19,71,54,24,49
"1980","a1v2J000003A1rvQAC",18,32,68,36,22,31,0,4,21,18,6,54
"1981","a1v2J000003A34lQAC",5.6,45,64,19,14,37,3,10,20,8,14,45
"1982","a1v2J000003A3zlQAC",16.2,292,321,29,28,233,10,31,158,31,72,282
"1983","a1v2J000003A5jdQAC",8,58,66,8,2,61,27,5,45,3,30,37
"1984","a1v2J000003A6EUQA0",17.7,-30,65,95,95,74,48,46,38,45,27,59
"1985","a1v2J000003A6OLQA0",10.8,87,107,20,7,94,0,10,49,10,2,59
"1986","a1v2J000003A6OlQAK",40.2,1829,2162,333,265,2465,225,302,1722,269,573,1327
"1987","a1v2J000003A6OpQAK",60,4853,6363,1510,1463,5075,357,1608,3700,1247,1029,3993
"1988","a1v2J000003A6slQAC",29,161,180,19,12,165,5,8,131,25,85,147
"1989","a1v2J000003A6ucQAC",15.5,142,175,33,26,120,0,8,112,18,84,139
"1990","a1v2J000003A6zXQAS",23.6,3254,3569,315,210,2518,43,317,2790,277,685,2158
"1991","a1v2J000003A6zmQAC",15.9,233,262,29,20,475,34,47,146,18,86,192
"1992","a1v2J000003A6zrQAC",58.2,1751,1967,216,215,2185,147,270,1431,139,602,1523
"1993","a1v2J000003A8K1QAK",16.1,1326,1497,171,148,1114,34,158,1156,121,343,761
"1994","a1v2J000003A8TmQAK",55.7,11042,11960,918,880,11983,300,1182,8575,693,1348,6700
"1995","a1v2J000003A8myQAC",12.6,51,72,21,10,62,10,21,44,17,29,77
"1996","a1v2J000003A8nIQAS",4.6,23,72,49,40,69,40,40,49,46,45,69
"1997","a1v2J000003A8nXQAS",13.1,68,69,1,0,63,0,9,39,0,25,51
"1998","a1v2J000003A8nhQAC",12.9,32,47,15,15,26,10,13,30,10,20,32
"1999","a1v2J000003A95rQAC",16.1,460,505,45,36,318,28,42,247,24,148,275
"2000","a1v2J000003A9C9QAK",7.2,183,195,12,9,175,11,12,91,13,27,113
"2001","a1v2J000003A9NgQAK",9.6,287,353,66,54,254,20,111,109,76,41,175
"2002","a1v2J000003A9eLQAS",6.2,52,73,21,5,180,0,0,41,22,29,81
"2003","a1v2J000003AACVQA4",13.1,35,47,12,2,29,0,5,18,12,1,87
"2004","a1v2J000003AADJQA4",8.3,17,21,4,2,11,0,5,12,6,1,33
"2005","a1v2J000003AAV2QAO",13.4,161,200,39,20,89,5,36,33,26,13,54
"2006","a1v2J000003AAjOQAW",32.6,703,729,26,20,929,15,33,601,26,437,622
"2007","a1v2J000003AB32QAG",44,4234,4938,704,645,4283,515,700,3111,576,874,5210
"2008","a1v2J000003ABaTQAW",59.6,9846,10334,488,437,8005,116,469,7278,455,892,6690
"2009","a1v2J000003ADc0QAG",27.4,97,132,35,19,95,12,14,52,29,49,122
"2010","a1v2J000003ADcyQAG",10.8,56,130,74,56,177,50,54,76,72,57,142
"2011","a1v2J000003AE9xQAG",11.5,75,113,38,4,134,0,9,14,36,9,151
"2012","a1v2J000003AENmQAO",16.9,2053,2352,299,295,1752,122,264,1687,319,217,1776
"2013","a1v2J000003AEhgQAG",58.5,337,357,20,10,263,11,20,262,23,169,286
"2014","a1v2J000003AMvoQAG",4.9,24,32,8,5,30,5,5,12,7,1,31
"2015","a1v2J000003AMw8QAG",18.9,276,332,56,11,508,5,31,133,44,56,649
"2016","a1v2J000003ANhyQAG",6.8,3,3,0,0,0,0,0,0,0,0,1
"2017","a1v2J000003ANi3QAG",58.6,6392,6729,337,415,5571,22,580,4721,239,2005,3341
"2018","a1v2J000003AOiQQAW",15.2,365,422,57,42,248,40,52,233,91,133,264
"2019","a1v2J000003AOnYQAW",16.1,116,313,197,108,216,91,144,88,184,84,225
"2020","a1v2J000003AOndQAG",3.1,19,26,7,2,23,0,0,19,2,5,10
"2021","a1v2J000003AOniQAG",10.4,144,178,34,40,203,38,53,91,42,21,96
"2022","a1v2J000003AOnjQAG",9.2,87,100,13,3,78,0,11,47,24,10,47
"2023","a1v2J000003AOnnQAG",29.5,3139,4148,1009,648,4021,257,863,3057,476,1270,2740
"2024","a1v2J000003AOnsQAG",12.3,2534,2773,239,298,2352,152,307,1923,266,455,2045
"2025","a1v2J000003AOo2QAG",34.3,3779,4833,1054,295,4817,758,957,3760,967,2270,3713
"2026","a1v2J000003AOoCQAW",5.9,185,197,12,5,188,0,12,130,64,53,104
"2027","a1v2J000003AOoWQAW",3.6,28,48,20,13,51,10,19,26,18,11,31
"2028","a1v2J000003AOy7QAG",12.7,828,944,116,130,947,70,247,559,73,192,697
"2029","a1v2J000003AQQrQAO",12.3,61,64,3,0,51,0,0,45,8,9,44
"2030","a1v2J000003AQQwQAO",10.6,148,187,39,7,240,0,28,140,14,90,164
"2031","a1v2J000003AQR1QAO",20.1,366,390,24,18,286,5,17,154,21,55,289
"2032","a1v2J000003AQdBQAW",17.9,217,240,23,20,169,10,16,164,16,92,203
