match_id_18char,big_race_1,big_race_2,big_race_3,little_race_1,little_race_2,little_race_3,match_length,match_count,alignment
a1v2J000003LOYxQAO,Asian - Other,,NA,Other,NA,NA,12.3,2,0.6666666666666666
a1v2J000003LGxHQAW,White or Caucasian,,NA,Black or African American,NA,NA,40.3,2,0.6666666666666666
a1v2J000003LkLrQAK,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,38.6,2,0.6666666666666666
a1v2J000003LEcZQAW,White or Caucasian,,NA,Black or African American,NA,NA,41.5,2,0.6666666666666666
a1v2J000004C85pQAC,Hispanic - Other Latinx or Spanish origin,,NA,Other,NA,NA,17.1,2,0.6666666666666666
a1v2J000003LJrjQAG,Asian - Other,,NA,Black or African American,NA,NA,28.6,2,0.6666666666666666
a1vUX0000010CztYAE,White or Caucasian,,NA,Black or African American,NA,NA,5,2,0.6666666666666666
a1v2J000003LJZ5QAO,White or Caucasian,,NA,Black or African American,NA,NA,1.2,2,0.6666666666666666
a1v2J000003lZKoQAM,White or Caucasian,,NA,White or Caucasian,NA,NA,33.6,3,1
a1v2J000003NdCBQA0,White or Caucasian,,NA,Black or African American,NA,NA,35.1,2,0.6666666666666666
a1v2J000003LGidQAG,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,14.2,2,0.6666666666666666
a1v2J000003Lm0fQAC,Hispanic - Other Latinx or Spanish origin,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,32.7,3,1
a1v2J000003LpEDQA0,White or Caucasian,,NA,Black or African American,NA,NA,38,2,0.6666666666666666
a1vHt000004o3RCIAY,Black or African American,,NA,Black or African American,NA,NA,19.1,3,1
a1v2J000003LcbZQAS,White or Caucasian,,NA,Black or African American,NA,NA,38.6,2,0.6666666666666666
a1v2J000003LNDHQA4,White or Caucasian,,NA,Black or African American,NA,NA,39.2,2,0.6666666666666666
a1v2J000003lFT3QAM,Other,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,28.8,2,0.6666666666666666
a1v2J000003MuUrQAK,White or Caucasian,,NA,Black or African American,NA,NA,14.5,2,0.6666666666666666
a1v2J000003N6AEQA0,White or Caucasian,,NA,Black or African American,NA,NA,35.9,2,0.6666666666666666
a1v2J000003LR03QAG,White or Caucasian,,NA,Other,NA,NA,12.8,2,0.6666666666666666
a1v2J000003M7GfQAK,White or Caucasian,,NA,Other,NA,NA,13.2,2,0.6666666666666666
a1v2J000003oZcHQAU,White or Caucasian,,NA,Black or African American,NA,NA,7.9,2,0.6666666666666666
a1v2J000004Nzu0QAC,White or Caucasian,,NA,Black or African American,NA,NA,7.9,2,0.6666666666666666
a1v2J0000043NN8QAM,White or Caucasian,,NA,Other,NA,NA,27.7,2,0.6666666666666666
a1v2J000003Lw8XQAS,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,32.2,2,0.6666666666666666
a1v2J000003LP2sQAG,White or Caucasian,,NA,Black or African American,NA,NA,39,2,0.6666666666666666
a1v2J000003Mx5uQAC,White or Caucasian,,NA,Black or African American,NA,NA,28,2,0.6666666666666666
a1v2J000003MuPmQAK,White or Caucasian,,NA,Black or African American,NA,NA,36.6,2,0.6666666666666666
a1v2J000003Mzs2QAC,White or Caucasian,,NA,Black or African American,NA,NA,13,2,0.6666666666666666
a1v2J000003MEFTQA4,White or Caucasian,,NA,Black or African American,NA,NA,30.8,2,0.6666666666666666
a1v2J000004Zqk1QAC,Prefer not to say,,NA,Black or African American,NA,NA,21.8,2,0.6666666666666666
a1v2J000003Mvp9QAC,White or Caucasian,,NA,Black or African American,NA,NA,13.3,2,0.6666666666666666
a1v2J000003MdT9QAK,White or Caucasian,,NA,Black or African American,NA,NA,20,2,0.6666666666666666
a1v2J000003N675QAC,Asian - Other,,NA,Black or African American,NA,NA,29.7,2,0.6666666666666666
a1v2J000003LNC4QAO,White or Caucasian,,NA,White or Caucasian,NA,NA,39.9,3,1
a1vHt0000055nb4IAA,White or Caucasian,,NA,Black or African American,NA,NA,18.2,2,0.6666666666666666
a1v2J000003LwWMQA0,White or Caucasian,,NA,Other,NA,NA,37.9,2,0.6666666666666666
a1v2J000003LnsOQAS,White or Caucasian,,NA,White or Caucasian,NA,NA,38,3,1
a1v2J000003LQi4QAG,Asian - Other,,NA,Other,NA,NA,32.9,2,0.6666666666666666
a1v2J000003LN7iQAG,White or Caucasian,,NA,White or Caucasian,NA,NA,39.4,3,1
a1v2J000003LN7dQAG,White or Caucasian,,NA,White or Caucasian,NA,NA,39.6,3,1
a1v2J000003F5MvQAK,White or Caucasian,,NA,White or Caucasian,NA,NA,45.3,3,1
a1v2J000003v1fqQAA,White or Caucasian,,NA,White or Caucasian,NA,NA,9.7,3,1
a1vHt000004gc6KIAQ,White or Caucasian,,NA,White or Caucasian,NA,NA,14.5,3,1
a1v2J000003LEVIQA4,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,41.4,2,0.6666666666666666
a1v2J000003oSWWQA2,White or Caucasian,,NA,Other,NA,NA,32.2,2,0.6666666666666666
a1v2J000003WsvaQAC,White or Caucasian,,NA,White or Caucasian,NA,NA,42.1,3,1
a1v2J000003FM3XQAW,White or Caucasian,,NA,Black or African American,NA,NA,1.8,2,0.6666666666666666
a1v2J000003LIg5QAG,Other,,NA,Black or African American,NA,NA,22.5,2,0.6666666666666666
a1vHt000004lkFGIAY,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,20.5,2,0.6666666666666666
a1v2J000003NgD3QAK,White or Caucasian,,NA,Black or African American,NA,NA,34.5,2,0.6666666666666666
a1v2J000003LMkPQAW,White or Caucasian,,NA,Black or African American,NA,NA,6,2,0.6666666666666666
a1vHt000004uKbpIAE,White or Caucasian,,NA,Black or African American,NA,NA,18.4,2,0.6666666666666666
a1vUX000000Ta05YAC,White or Caucasian,,NA,Asian - Other,NA,NA,10.5,2,0.6666666666666666
a1v2J000003Wz0tQAC,Black or African American,,NA,Black or African American,NA,NA,12.1,3,1
a1v2J000003nVHaQAM,White or Caucasian,,NA,Black or African American,NA,NA,1.7,2,0.6666666666666666
a1v2J000003LH5rQAG,White or Caucasian,,NA,Black or African American,NA,NA,40.5,2,0.6666666666666666
a1v2J000003LGktQAG,White or Caucasian,,NA,White or Caucasian,NA,NA,40.6,3,1
a1v2J0000043O0oQAE,White or Caucasian,,NA,Black or African American,NA,NA,28.8,2,0.6666666666666666
a1v2J000003LG1xQAG,White or Caucasian,,NA,Other,NA,NA,24.2,2,0.6666666666666666
a1vUX000000XAwfYAG,White or Caucasian,,NA,Other,NA,NA,10.2,2,0.6666666666666666
a1v2J000003Wh8GQAS,White or Caucasian,,NA,Black or African American,NA,NA,13.3,2,0.6666666666666666
a1vHt000004gX1UIAU,White or Caucasian,,NA,Black or African American,NA,NA,14.6,2,0.6666666666666666
a1v2J000003vJkJQAU,Black or African American,,NA,Black or African American,NA,NA,29.5,3,1
a1v2J000003LGc1QAG,White or Caucasian,,NA,Black or African American,NA,NA,20.3,2,0.6666666666666666
a1v2J000004Mm8WQAS,White or Caucasian,,NA,Other,NA,NA,24,2,0.6666666666666666
a1v2J000003WE3QQAW,White or Caucasian,,NA,Black or African American,NA,NA,13.2,2,0.6666666666666666
a1v2J000003NXAGQA4,White or Caucasian,,NA,Black or African American,NA,NA,7.8,2,0.6666666666666666
a1v2J000003WtfLQAS,White or Caucasian,,NA,Other,NA,NA,7.6,2,0.6666666666666666
a1v2J000003ubkDQAQ,Other,,NA,Other,NA,NA,30.4,3,1
a1v2J000003LGjbQAG,White or Caucasian,,NA,Black or African American,NA,NA,14.2,2,0.6666666666666666
a1v2J000003Ws2tQAC,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,26.7,2,0.6666666666666666
a1v2J000003LeEuQAK,White or Caucasian,,NA,Black or African American,NA,NA,38,2,0.6666666666666666
a1v2J000003WbhsQAC,White or Caucasian,,NA,Black or African American,NA,NA,3.7,2,0.6666666666666666
a1v2J000003Z6JfQAK,White or Caucasian,,NA,Black or African American,NA,NA,31.5,2,0.6666666666666666
a1v2J000003L6eUQAS,White or Caucasian,,NA,White or Caucasian,NA,NA,4,3,1
a1v2J000003WbmxQAC,White or Caucasian,,NA,White or Caucasian,NA,NA,19.9,3,1
a1v2J000003WbhJQAS,White or Caucasian,,NA,Black or African American,NA,NA,5.3,2,0.6666666666666666
a1v2J000003nVOqQAM,White or Caucasian,,NA,Black or African American,NA,NA,31.5,2,0.6666666666666666
a1v2J000003L6WuQAK,White or Caucasian,,NA,White or Caucasian,NA,NA,25,3,1
a1v2J000003Wc3jQAC,Asian,,NA,Black or African American,NA,NA,42,2,0.6666666666666666
a1v2J000003WZXqQAO,NA,NA,NA,Other,NA,NA,16.2,2,0.6666666666666666
a1v2J000003NgfVQAS,White or Caucasian,,NA,Black or African American,NA,NA,2.3,2,0.6666666666666666
a1v2J000003M7ICQA0,White or Caucasian,,NA,White or Caucasian,NA,NA,13.1,3,1
a1v2J000003LQfKQAW,White or Caucasian,,NA,Black or African American,NA,NA,36.3,2,0.6666666666666666
a1v2J000003j5WDQAY,White or Caucasian,,NA,Black or African American,NA,NA,7.6,2,0.6666666666666666
a1vUX0000019gSTYAY,White or Caucasian,,NA,Black or African American,NA,NA,4.4,2,0.6666666666666666
a1v2J000003YegLQAS,White or Caucasian,,NA,Black or African American,NA,NA,33.1,2,0.6666666666666666
a1v2J000003LGRSQA4,White or Caucasian,,NA,Black or African American,NA,NA,40.8,2,0.6666666666666666
a1v2J000003M7BkQAK,White or Caucasian,,NA,Black or African American,NA,NA,38.2,2,0.6666666666666666
a1v2J000003lNSiQAM,White or Caucasian,,NA,Black or African American,NA,NA,33.1,2,0.6666666666666666
a1v2J000003N91DQAS,White or Caucasian,,NA,Black or African American,NA,NA,35.9,2,0.6666666666666666
a1v2J000004CJmTQAW,White or Caucasian,,NA,White or Caucasian,NA,NA,26.6,3,1
a1v2J000004Ea4vQAC,White or Caucasian,,NA,Prefer not to say,NA,NA,4.4,2,0.6666666666666666
a1vUX000000MZDdYAO,White or Caucasian,,NA,Other,NA,NA,11.1,2,0.6666666666666666
a1vUX000001BxDtYAK,Other,,NA,Black or African American,NA,NA,3,2,0.6666666666666666
a1vUX000001Uw7eYAC,White or Caucasian,,NA,Black or African American,NA,NA,2.4,2,0.6666666666666666
a1vUX000000K0NFYA0,White or Caucasian,,NA,Black or African American,NA,NA,8.2,2,0.6666666666666666
a1v2J000003qmcMQAQ,White or Caucasian,,NA,Black or African American,NA,NA,9,2,0.6666666666666666
a1v2J000003LPaiQAG,White or Caucasian,,NA,Black or African American,NA,NA,4.7,2,0.6666666666666666
a1v2J000003LHw2QAG,White or Caucasian,,NA,Asian - Indian,NA,NA,13.1,2,0.6666666666666666
a1v2J000003LHHEQA4,Asian - Other,,NA,Black or African American,NA,NA,40.3,2,0.6666666666666666
a1v2J000003LGQyQAO,White or Caucasian,,NA,Black or African American,NA,NA,40.8,2,0.6666666666666666
a1v2J000003LHH4QAO,White or Caucasian,,NA,Black or African American,NA,NA,32.2,2,0.6666666666666666
a1v2J000003uTqdQAE,Black or African American,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,30.1,2,0.6666666666666666
a1v2J000003LGCHQA4,White or Caucasian,,NA,White or Caucasian,NA,NA,11.7,3,1
a1v2J000003lFWgQAM,White or Caucasian,,NA,Black or African American,NA,NA,29.8,2,0.6666666666666666
a1v2J000003L8AbQAK,Other,,NA,Black or African American,NA,NA,14.1,2,0.6666666666666666
a1v2J000003LI3DQAW,White or Caucasian,,NA,Black or African American,NA,NA,17,2,0.6666666666666666
a1v2J000003MxwAQAS,White or Caucasian,,NA,Other,NA,NA,27.3,2,0.6666666666666666
a1v2J000003LHmvQAG,White or Caucasian,,NA,Other,NA,NA,14.6,2,0.6666666666666666
a1v2J000003LHn0QAG,White or Caucasian,,NA,Other,NA,NA,14.6,2,0.6666666666666666
a1v2J000004Y5L5QAK,White or Caucasian,,NA,White or Caucasian,NA,NA,6.6,3,1
a1v2J000003NgiFQAS,White or Caucasian,,NA,Black or African American,NA,NA,24,2,0.6666666666666666
a1v2J000003m4KTQAY,White or Caucasian,,NA,Black or African American,NA,NA,33.8,2,0.6666666666666666
a1v2J000003uxG6QAI,White or Caucasian,,NA,Black or African American,NA,NA,1.3,2,0.6666666666666666
a1v2J000003MotCQAS,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,4.8,2,0.6666666666666666
a1vUX000000X1wbYAC,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,10.2,2,0.6666666666666666
a1v2J000003MTCgQAO,White or Caucasian,,NA,Black or African American,NA,NA,37.5,2,0.6666666666666666
a1vUX000000dqMvYAI,White or Caucasian,,NA,Other,NA,NA,8.8,2,0.6666666666666666
a1v2J000004LMwMQAW,White or Caucasian,,NA,"Hispanic - Mexican,Mexican American,Chicano",NA,NA,24.9,2,0.6666666666666666
a1v2J000003MjurQAC,White or Caucasian,,NA,Black or African American,NA,NA,24.4,2,0.6666666666666666
a1vUX000000r1M9YAI,White or Caucasian,,NA,White or Caucasian,NA,NA,6.9,3,1
a1v2J000003kvPpQAI,White or Caucasian,,NA,Black or African American,NA,NA,33.7,2,0.6666666666666666
a1vUX000000MYpSYAW,Black or African American,,NA,Black or African American,NA,NA,11,3,1
a1v2J0000048IFqQAM,White or Caucasian,,NA,Black or African American,NA,NA,26.5,2,0.6666666666666666
a1v2J000004XvEXQA0,White or Caucasian,,NA,White or Caucasian,NA,NA,22.1,3,1
a1v2J000003lFSUQA2,White or Caucasian,,NA,Black or African American,NA,NA,21.2,2,0.6666666666666666
a1v2J000003M3luQAC,White or Caucasian,,NA,Black or African American,NA,NA,37.9,2,0.6666666666666666
a1v2J000003q6qDQAQ,White or Caucasian,,NA,Black or African American,NA,NA,31.5,2,0.6666666666666666
a1v2J0000048AR2QAM,White or Caucasian,,NA,Black or African American,NA,NA,6.9,2,0.6666666666666666
a1v2J000003lFWMQA2,Black or African American,,NA,Black or African American,NA,NA,24.4,3,1
a1vUX000000mXsvYAE,White or Caucasian,,NA,Black or African American,NA,NA,1.3,2,0.6666666666666666
a1vUX000000j7erYAA,Asian - Indian,,NA,Black or African American,NA,NA,8.3,2,0.6666666666666666
a1v2J000004XphcQAC,White or Caucasian,,NA,White or Caucasian,NA,NA,22.2,3,1
a1v2J000003MbHhQAK,White or Caucasian,,NA,Black or African American,NA,NA,6.4,2,0.6666666666666666
a1v2J0000048AUBQA2,White or Caucasian,,NA,Black or African American,NA,NA,27.6,2,0.6666666666666666
a1v2J000003vJj1QAE,White or Caucasian,,NA,White or Caucasian,NA,NA,29.7,3,1
a1v2J000003e96WQAQ,White or Caucasian,,NA,White or Caucasian,NA,NA,27.8,3,1
a1v2J000003N97fQAC,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,36.4,2,0.6666666666666666
a1v2J000003k7fIQAQ,White or Caucasian,,NA,White or Caucasian,NA,NA,34.2,3,1
a1vHt000004a6u3IAA,White or Caucasian,,NA,White or Caucasian,NA,NA,21.2,3,1
a1v2J000003NgMPQA0,Black or African American,,NA,Black or African American,NA,NA,14.5,3,1
a1v2J000003M7I7QAK,White or Caucasian,,NA,Black or African American,NA,NA,6,2,0.6666666666666666
a1vHt0000057XNlIAM,Asian - Other,,NA,Black or African American,NA,NA,14.5,2,0.6666666666666666
a1v2J000003N1C6QAK,Asian - Other,,NA,Black or African American,NA,NA,4.1,2,0.6666666666666666
a1v2J000004G201QAC,White or Caucasian,,NA,White or Caucasian,NA,NA,19.1,3,1
a1vHt000004ncfjIAA,White or Caucasian,,NA,Black or African American,NA,NA,19.1,2,0.6666666666666666
a1v2J000003Mpv5QAC,White or Caucasian,,NA,White or Caucasian,NA,NA,5.4,3,1
a1vUX000000ClO9YAK,White or Caucasian,,NA,White or Caucasian,NA,NA,12.6,3,1
a1v2J000003v06hQAA,White or Caucasian,,NA,Other,NA,NA,30.1,2,0.6666666666666666
a1v2J000004YRrvQAG,Black or African American,,NA,Other,NA,NA,12.7,2,0.6666666666666666
a1v2J000003slsqQAA,White or Caucasian,,NA,Other,NA,NA,31.1,2,0.6666666666666666
a1v2J000004YXGAQA4,White or Caucasian,,NA,Other,NA,NA,19.8,2,0.6666666666666666
a1v2J000003MoraQAC,White or Caucasian,,NA,Black or African American,NA,NA,36.5,2,0.6666666666666666
a1v2J000003NgitQAC,White or Caucasian,,NA,Black or African American,NA,NA,0.9,2,0.6666666666666666
a1v2J000003uxHEQAY,White or Caucasian,,NA,White or Caucasian,NA,NA,13.8,3,1
a1v2J000003NfY2QAK,White or Caucasian,,NA,Black or African American,NA,NA,35.2,2,0.6666666666666666
a1v2J0000043FY8QAM,White or Caucasian,,NA,White or Caucasian,NA,NA,6.4,3,1
a1vHt000004vEiYIAU,Asian - Other,,NA,Black or African American,NA,NA,18.5,2,0.6666666666666666
a1v2J000004Nzp0QAC,White or Caucasian,,NA,White or Caucasian,NA,NA,23.6,3,1
a1v2J000003NFtWQAW,White or Caucasian,,NA,Asian - Other,NA,NA,35.7,2,0.6666666666666666
a1v2J000003N6CPQA0,White or Caucasian,,NA,Prefer not to say,NA,NA,36.1,2,0.6666666666666666
a1v2J000003Ne3ZQAS,Black or African American,White or Caucasian,,Black or African American,NA,NA,35.2,1,0.3333333333333333
a1v2J000003j5QoQAI,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,26.9,2,0.6666666666666666
a1v2J000003Mr5yQAC,White or Caucasian,,NA,Black or African American,NA,NA,35.9,2,0.6666666666666666
a1v2J000003NdNJQA0,Asian - Other,,NA,White or Caucasian,NA,NA,14.8,2,0.6666666666666666
a1v2J000004G20BQAS,White or Caucasian,,NA,Other,NA,NA,9.7,2,0.6666666666666666
a1v2J000003McE2QAK,White or Caucasian,,NA,Black or African American,NA,NA,12.2,2,0.6666666666666666
a1v2J000004DjbGQAS,Black or African American,,NA,Black or African American,NA,NA,9.2,3,1
a1vHt000004gY95IAE,White or Caucasian,,NA,Black or African American,NA,NA,15.3,2,0.6666666666666666
a1v2J000003MjwdQAC,White or Caucasian,,NA,Black or African American,NA,NA,37,2,0.6666666666666666
a1v2J000004LqzjQAC,Asian - Other,,NA,Asian - Other,NA,NA,4.1,3,1
a1v2J000003nfnSQAQ,White or Caucasian,,NA,White or Caucasian,NA,NA,4.7,3,1
a1vHt000004nJOtIAM,White or Caucasian,,NA,Black or African American,NA,NA,19.1,2,0.6666666666666666
a1v2J000003NDl8QAG,White or Caucasian,,NA,Other,NA,NA,14,2,0.6666666666666666
a1v2J000003ixB3QAI,White or Caucasian,,NA,Black or African American,NA,NA,8.9,2,0.6666666666666666
a1v2J000003Za0OQAS,White or Caucasian,,NA,Black or African American,NA,NA,32.7,2,0.6666666666666666
a1vUX000000O9BpYAK,White or Caucasian,,NA,Other,NA,NA,11.1,2,0.6666666666666666
a1v2J000003NSSoQAO,White or Caucasian,,NA,Other,NA,NA,35.5,2,0.6666666666666666
a1v2J000003lZHBQA2,White or Caucasian,,NA,Black or African American,NA,NA,32.2,2,0.6666666666666666
a1v2J000003NhRAQA0,Other,,NA,Black or African American,NA,NA,13,2,0.6666666666666666
a1v2J000003YVnWQAW,White or Caucasian,,NA,White or Caucasian,NA,NA,16.1,3,1
a1vHt0000055Zl0IAE,Other,,NA,Other,NA,NA,18.6,3,1
a1v2J000004E6NaQAK,White or Caucasian,,NA,Other,NA,NA,25.2,2,0.6666666666666666
a1v2J000003q6o7QAA,White or Caucasian,,NA,Other,NA,NA,9.1,2,0.6666666666666666
a1vUX0000011pfpYAA,White or Caucasian,,NA,Other,NA,NA,5.5,2,0.6666666666666666
a1v2J000003jbsKQAQ,White or Caucasian,,NA,Black or African American,NA,NA,10.1,2,0.6666666666666666
a1vHt000004lFpWIAU,White or Caucasian,,NA,Black or African American,NA,NA,20.1,2,0.6666666666666666
a1v2J000003vKIyQAM,White or Caucasian,,NA,Other,NA,NA,29.5,2,0.6666666666666666
a1v2J000004E6HXQA0,White or Caucasian,,NA,Black or African American,NA,NA,21.6,2,0.6666666666666666
a1v2J000003vJjfQAE,White or Caucasian,,NA,White or Caucasian,NA,NA,5.7,3,1
a1vHt000004vfsbIAA,White or Caucasian,,NA,Black or African American,NA,NA,18.9,2,0.6666666666666666
a1v2J000003rvP2QAI,White or Caucasian,,NA,White or Caucasian,NA,NA,31.1,3,1
a1v2J000003n6XgQAI,Hispanic - Other Latinx or Spanish origin,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,19.4,3,1
a1v2J000003sln7QAA,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,30.9,2,0.6666666666666666
a1v2J000003j5WwQAI,White or Caucasian,,NA,Black or African American,NA,NA,19.5,2,0.6666666666666666
a1v2J000003j5WcQAI,White or Caucasian,,NA,Black or African American,NA,NA,34.5,2,0.6666666666666666
a1v2J0000048QnhQAE,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,19,2,0.6666666666666666
a1v2J000003jAm4QAE,Other,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,18.9,2,0.6666666666666666
a1vUX000000mB7dYAE,Hispanic - Other Latinx or Spanish origin,,NA,"Hispanic - Mexican,Mexican American,Chicano",NA,NA,0.9,2,0.6666666666666666
a1v2J000004LiamQAC,White or Caucasian,,NA,Other,NA,NA,1.8,2,0.6666666666666666
a1v2J000003j5ayQAA,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,12.1,2,0.6666666666666666
a1v2J000003jAn7QAE,White or Caucasian,,NA,Black or African American,NA,NA,18.6,2,0.6666666666666666
a1v2J000004LZzLQAW,White or Caucasian,,NA,Black or African American,NA,NA,24.9,2,0.6666666666666666
a1v2J000003ZCunQAG,White or Caucasian,,NA,Black or African American,NA,NA,4.4,2,0.6666666666666666
a1vHt000004lkEwIAI,White or Caucasian,,NA,White or Caucasian,NA,NA,4.8,3,1
a1v2J000003uLr8QAE,White or Caucasian,,NA,Black or African American,NA,NA,12.4,2,0.6666666666666666
a1v2J000003ZZtrQAG,White or Caucasian,,NA,Black or African American,NA,NA,5.1,2,0.6666666666666666
a1v2J000004O0I6QAK,White or Caucasian,,NA,Black or African American,NA,NA,6.8,2,0.6666666666666666
a1v2J000003lZHfQAM,White or Caucasian,,NA,Black or African American,NA,NA,4.6,2,0.6666666666666666
a1v2J000003ZTPFQA4,Prefer not to say,,NA,Black or African American,NA,NA,32.9,2,0.6666666666666666
a1v2J000003qmc2QAA,White or Caucasian,,NA,White or Caucasian,NA,NA,31.6,3,1
a1vHt000005539WIAQ,White or Caucasian,,NA,Black or African American,NA,NA,18.2,2,0.6666666666666666
a1v2J000003kq4CQAQ,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,4.1,2,0.6666666666666666
a1v2J000004OfTLQA0,White or Caucasian,,NA,White or Caucasian,NA,NA,22.5,3,1
a1v2J000004CqAlQAK,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,25.4,2,0.6666666666666666
a1v2J000003vLfgQAE,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,10.1,2,0.6666666666666666
a1v2J000003nUihQAE,White or Caucasian,,NA,Black or African American,NA,NA,32.2,2,0.6666666666666666
a1vHt000004lFZDIA2,White or Caucasian,,NA,White or Caucasian,NA,NA,6.1,3,1
a1v2J000003kDiZQAU,White or Caucasian,,NA,Black or African American,NA,NA,14.7,2,0.6666666666666666
a1v2J000003oLWuQAM,White or Caucasian,,NA,White or Caucasian,NA,NA,31.1,3,1
a1v2J0000048IQKQA2,White or Caucasian,,NA,Black or African American,NA,NA,27.6,2,0.6666666666666666
a1v2J000003Zfz1QAC,White or Caucasian,,NA,White or Caucasian,NA,NA,13.2,3,1
a1vUX000000VVvZYAW,White or Caucasian,,NA,White or Caucasian,NA,NA,1.6,3,1
a1v2J000004MYG2QAO,White or Caucasian,,NA,White or Caucasian,NA,NA,23.7,3,1
a1v2J000003ZfywQAC,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,3.5,2,0.6666666666666666
a1v2J000003qme3QAA,White or Caucasian,,NA,Black or African American,NA,NA,13.9,2,0.6666666666666666
a1v2J000003oLQcQAM,Other,,NA,Black or African American,NA,NA,0.8,2,0.6666666666666666
a1v2J0000048RFqQAM,White or Caucasian,,NA,Black or African American,NA,NA,3.7,2,0.6666666666666666
a1v2J000003mAQhQAM,White or Caucasian,,NA,Black or African American,NA,NA,10.2,2,0.6666666666666666
a1v2J000004NuFIQA0,White or Caucasian,,NA,Black or African American,NA,NA,12.2,2,0.6666666666666666
a1v2J000003ZCtfQAG,White or Caucasian,,NA,White or Caucasian,NA,NA,28.8,3,1
a1v2J000003ubjjQAA,White or Caucasian,,NA,White or Caucasian,NA,NA,11.4,3,1
a1v2J000004BAzjQAG,White or Caucasian,,NA,Black or African American,NA,NA,27.2,2,0.6666666666666666
a1vHt000005774TIAQ,White or Caucasian,,NA,Black or African American,NA,NA,17.5,2,0.6666666666666666
a1vHt0000057XTKIA2,Asian - Other,,NA,Black or African American,NA,NA,5,2,0.6666666666666666
a1v2J000003q6s7QAA,White or Caucasian,,NA,Black or African American,NA,NA,3.4,2,0.6666666666666666
a1v2J0000044AiSQAU,White or Caucasian,,NA,Black or African American,NA,NA,12.4,2,0.6666666666666666
a1v2J000003ZmhvQAC,White or Caucasian,,NA,Other,NA,NA,32.9,2,0.6666666666666666
a1vUX000000ast7YAA,White or Caucasian,,NA,Black or African American,NA,NA,9.6,2,0.6666666666666666
a1vUX000000h5pFYAQ,White or Caucasian,,NA,Black or African American,NA,NA,8.7,2,0.6666666666666666
a1v2J000004XphSQAS,White or Caucasian,,NA,Asian - Chinese,NA,NA,15.2,2,0.6666666666666666
a1v2J000003ZZvnQAG,White or Caucasian,,NA,Other,NA,NA,16,2,0.6666666666666666
a1v2J000003Z6S9QAK,White or Caucasian,,NA,White or Caucasian,NA,NA,2.5,3,1
a1v2J000004M3CFQA0,White or Caucasian,,NA,White or Caucasian,NA,NA,11.9,3,1
a1vHt000004njUhIAI,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,12.2,2,0.6666666666666666
a1v2J000004NuNRQA0,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,2.9,2,0.6666666666666666
a1v2J000003v1k7QAA,White or Caucasian,,NA,White or Caucasian,NA,NA,4.3,3,1
a1vUX000000gkKzYAI,White or Caucasian,,NA,Other,NA,NA,8.7,2,0.6666666666666666
a1v2J000003ZZy3QAG,White or Caucasian,,NA,White or Caucasian,NA,NA,7.2,3,1
a1v2J000004LA5wQAG,White or Caucasian,,NA,Black or African American,NA,NA,24.4,2,0.6666666666666666
a1vUX000000zfSrYAI,Prefer not to say,,NA,Black or African American,NA,NA,5.7,2,0.6666666666666666
a1v2J000004YiJXQA0,White or Caucasian,,NA,Other,NA,NA,1.5,2,0.6666666666666666
a1v2J000003cyD5QAI,White or Caucasian,,NA,White or Caucasian,NA,NA,27.6,3,1
a1vUX000000UdwnYAC,White or Caucasian,,NA,Black or African American,NA,NA,10.5,2,0.6666666666666666
a1vUX000000BKLBYA4,White or Caucasian,,NA,Black or African American,NA,NA,12.9,2,0.6666666666666666
a1vUX000000I7hNYAS,Black or African American,White or Caucasian,,Black or African American,NA,NA,1.7,1,0.3333333333333333
a1v2J000003rVJiQAM,Black or African American,,NA,Other,NA,NA,7.9,2,0.6666666666666666
a1v2J000003nfpiQAA,White or Caucasian,,NA,Black or African American,NA,NA,32,2,0.6666666666666666
a1v2J0000040QgoQAE,White or Caucasian,,NA,White or Caucasian,NA,NA,16.3,3,1
